"key","kind","doi","url","verification_method","verification_url","accessed","priority","why_needed","status"
"mineduc_apuntes60","report","","https://bibliotecadigital.mineduc.cl/handle/20.500.12365/21105","WebFetch of MINEDUC Biblioteca Digital record 20.500.12365/21105 (title 'Apuntes 60 : Análisis longitudinal de la base de datos de la matrícula del Programa de Integración Escolar (PIE), 2019-2023'; authors Arias, Pablo; Figueroa, Isabel; Pérez, Joaquín; corporate author 'Chile. Ministerio de Educación. Centro de Estudios MINEDUC (CEM)'; publisher Ministerio de Educación; date issued 2024-08; file APUNTES 60_2024_fd01.pdf); local PDF APUNTES_60_2024_tendencia_PIE_2019_2023.pdf read with pdftotext: 'Análisis longitudinal de la base de datos de la matrícula del Programa de Integración Escolar (PIE), 2019-2023 / 60 / Agosto 2024 / MINISTERIO DE EDUCACIÓN / CENTRO DE ESTUDIOS' || RE-AUDIT 2026-09-04: DSpace record re-fetched with curl (HTTP 200): DC.title 'Apuntes 60 : Análisis longitudinal de la base de datos de la matrícula del Programa de Integración Escolar (PIE), 2019-2023 .', DC.creator Arias, Pablo / Figueroa, Isabel / Pérez, Joaquín, DC.contributor 'Chile. Ministerio de Educación. Centro de Estudios MINEDUC (CEM)', DC.date 2024-08, DC.relation Apuntes;60; bitstream APUNTES%2060_2024_fd01.pdf HEAD 200 (Last-Modified 2024-08-14); local PDF APUNTES_60_2024_tendencia_PIE_2019_2023.pdf read with pdftotext (title, '60', 'Agosto 2024', 385.995 -> 473.006). Author field rewritten in BibTeX 'and' form; number/month/address added; DSpace spacing normalised in the title","https://bibliotecadigital.mineduc.cl/handle/20.500.12365/21105","2026-09-04","core","PIE enrolment trend 2019–2023 (385,995 to 473,006; 2020 pandemic dip of 42,936) — the education-side time series parallel to the health-sector trend.","audited"
"mineduc_sinaces2026","report","","https://educacionsuperior.mineduc.cl/wp-content/uploads/sites/49/2026/03/Reporte_LEY21545_SINACES.pdf","Local PDF /Volumes/Datos/Asesorias_Data/Autism/Educacion/MINEDUC/Reporte_Ley_21545_SINACES_2022_2025.pdf read with pdftotext: cover 'Ley N° 21.545 que establece la promoción de la inclusión... Estado de su implementación en la Educación Superior / Febrero 2026 / Informe Ley N° 21.545. Estado de su implementación en Educación Superior / Subsecretaría de Educación Superior / MINEDUC © 2026 - Ministerio de Educación / Elaboración: Mesa Técnica SINACES: implementación de la Ley N° 21.545 (SUBESUP, CNED, SES, CNA)'; WebFetch of https://educacionsuperior.mineduc.cl/orientaciones-sobre-ley-tea-para-instituciones-de-educacion-superior/ (title 'Ley Nº21.545 en educación superior (Ley TEA)') lists 'Informe Ley N°21.545. Estado de su implementación en educación superior', February 2026, with this PDF URL; HTTP HEAD 200 on PDF (Last-Modified 2026-03-05). NOTE: the PDF running header/ToC erroneously reads 'Ley N° 21.369 - Reporte del estado de su implementación (2022-2025)' (template error); cite by cover title. || RE-AUDIT 2026-09-04: PDF URL HEAD 200 (application/pdf, 770,837 bytes, Last-Modified 2026-03-05); local PDF re-read with pdftotext (cover title, 'Febrero 2026', 'Informe Ley N° 21.545. Estado de su implementación en Educación Superior', 'Subsecretaría de Educación Superior', 'MINEDUC © 2026', 'Elaboración: Mesa Técnica SINACES ... SUBESUP, CNED, SES, CNA'; running header 'Ley N° 21.369' template error confirmed); portal page re-fetched with curl (<title> 'Ley Nº21.545 en educación superior (Ley TEA)'; 'En febrero de 2026 se publica el Informe Ley N°21.545 ...'). Corporate authors braced and joined with 'and'; month 2 and address added; verification_url set to the PDF","https://educacionsuperior.mineduc.cl/wp-content/uploads/sites/49/2026/03/Reporte_LEY21545_SINACES.pdf","2026-09-04","supporting","Official 2022–2025 implementation report for Ley 21.545 in higher education, with sections on autistic students in general and higher education; documents policy context and post-law recognition in the education system.","audited"
"junaeb_eve","misc","","https://bibliotecadatos.sead.junaeb.cl/","Landing page fetched with curl (<title> 'Biblioteca de Datos para la Investigación - JUNAEB'; meta description 'Biblioteca de datos para la investigación - JUNAEB'; JS app); WebFetch of https://www.junaeb.cl/encuestas-vulnerabilidad (title 'Encuestas de Vulnerabilidad | Junaeb'; states anonymised data are provided 'para fines investigativos' at bibliotecadatos.sead.junaeb.cl; EVE applied in prekínder, kínder, 1° básico, 5° básico y 1° medio); local manifest records microdata files EV_2019..eve_2025 and questionnaires 2019–2025 downloaded 2026-09-04 from storage.googleapis.com/biblioteca-datos/Encuesta de Vulnerabilidad/ || RE-AUDIT 2026-09-04: bibliotecadatos.sead.junaeb.cl re-fetched with curl (HTTP 200; <title> 'Biblioteca de Datos para la Investigación - JUNAEB'); junaeb.cl/encuestas-vulnerabilidad re-fetched (HTTP 200; 'Encuesta de Vulnerabilidad Estudiantil (EVE)'; 'base de datos innominada ... con fines investigativos ... bibliotecadatos.sead.junaeb.cl'; levels prekínder, kínder, 1° básico, 5° básico o 1° medio); local manifest lists EV_2019..EV_2021_JUNAEB_{parvularia,1ero_basico,5to_basico,1ero_medio}_desidentificada.csv and eve_2024/eve_2025_*_desidentificado.csv (2025 files server-dated 2026-05-13), questionnaires 2019–2025, dictionaries 2019/2021/2024/2025. Title normalised to verbatim labels; year set to 2026 (latest server release of the cited files) with the 2019–2025 wave range in the title; author braced","https://www.junaeb.cl/encuestas-vulnerabilidad","2026-09-04","core","Education-sector source of caregiver-reported autism/disability items for entire school cohorts (2019–2025), the third pillar of the multisource design.","audited"
"casen2024","report","","https://observatorio.ministeriodesarrollosocial.gob.cl/encuesta-casen-2024","WebFetch of the Observatorio Social Casen 2024 page (heading 'Encuesta de caracterización socioeconómica nacional'; documents listed verbatim: 'Presentación de resultados Casen 2024', 'Resultados pobreza por ingresos Casen 2024', 'Diseño Muestral Casen 2024', 'Ficha técnica Casen 2024', 'Manual de trabajo de campo Casen 2024', etc.); local PDFs read with pdftotext: Informe_metodologico_casen_2024.pdf cover 'Documento metodológico del proceso estadístico Casen 2024 / División Observatorio Social / Julio de 2026 / Serie de Resultados Casen 2024 / Subsecretaría de Evaluación Social / Ministerio de Desarrollo Social y Familia'; Ficha_tecnica_Casen_2024.pdf 'Ficha técnica – enero 2026 / Encuesta de Caracterización Socioeconómica Nacional 2024 / Organismo responsable: Ministerio de Desarrollo Social y Familia'; local manifest records casen_2024.dta downloaded from observatorio storage 2026-09-04 || RE-AUDIT 2026-09-04: Observatorio Social encuesta-casen-2024 page re-fetched with curl (HTTP 200; heading 'Encuesta de caracterización socioeconómica nacional'; documents 'Diseño Muestral Casen 2024', 'Ficha técnica Casen 2024', 'Documento metodológico del proceso estadístico Casen 2024', 'Base de datos Casen 2024 STATA/R', 'Libro de códigos base de datos Casen 2024'); local PDFs /Volumes/Datos/Asesorias_Data/Autism/Encuestas/CASEN_2024/metadata/Ficha_tecnica_Casen_2024.pdf ('Ficha técnica – enero 2026', 'Organismo responsable Ministerio de Desarrollo Social y Familia') and Informe_metodologico_casen_2024.pdf ('Julio de 2026', 'Serie de Resultados Casen 2024', División Observatorio Social / Subsecretaría de Evaluación Social) re-read with pdftotext. Metadata unchanged apart from formatting (braced author, address)","https://observatorio.ministeriodesarrollosocial.gob.cl/encuesta-casen-2024","2026-09-04","supporting","Household survey with health-insurance affiliation and disability items; provides the socioeconomic and insurance context (FONASA vs ISAPRE) for interpreting public-sector recognition rates.","audited"
"sae2024","report","","https://observatorio.ministeriodesarrollosocial.gob.cl/pobreza-comunal-2024","WebFetch of the Observatorio Social page (title 'Estimaciones de Pobreza Comunal 2024'; three documents listed verbatim as above; no explicit publication date shown); local PDF /Volumes/Datos/Asesorias_Data/Autism/Territorio/SAE_2024/metodologia_estimaciones_SAE_2024.pdf read with pdftotext ('División Observatorio Social / Estimaciones de área pequeña a nivel comunal / Estimaciones Comunales de Pobreza por Ingresos y Multidimensional en base a Casen 2024'; no date printed); local manifest records SAE_ingresos_2024.xlsx downloaded 2026-09-04. Year 2026 inferred from the Casen 2024 release cycle (ficha técnica enero 2026), not printed on the page — flag as 'n.d. [2026]' if the journal requires. || RE-AUDIT 2026-09-04: pobreza-comunal-2024 page re-fetched with curl (HTTP 200; h1 'Estimaciones de Pobreza Comunal 2024'; three documents verbatim with hrefs storage/docs/pobreza-comunal/2024/Estimaciones_SAE_2024.pdf, SAE_ingresos_2024.xlsx, SAE_multidimensional_2024.xlsx; all HEAD 200, Last-Modified 2026-06-10); local PDF /Volumes/Datos/Asesorias_Data/Autism/Territorio/SAE_2024/metodologia_estimaciones_SAE_2024.pdf re-read with pdftotext (heading verbatim; no printed date) and pdfinfo CreationDate 2026-04-06. Year 2026 now supported by the PDF creation date and server Last-Modified rather than inference; braced author, address added","https://observatorio.ministeriodesarrollosocial.gob.cl/pobreza-comunal-2024","2026-09-04","supporting","Communal small-area poverty estimates used as the socioeconomic covariate in the ecological/spatial analysis of communal recognition ratios.","audited"
"deis_rem20","misc","","https://datos.gob.cl/dataset/indicadores-hospitalarios-rem20","datos.gob.cl CKAN API package_show?id=indicadores-hospitalarios-rem20 returned title 'Indicadores del proceso de hospitalización de los establecimientos públicos de Salud', organization 'Ministerio de Salud', metadata_created 2024-04-19, metadata_modified 2026-08-25, license 'Creative Commons CCZero', resources Indicadores_REM20.csv (last modified 2026-08-25, file indicadores_rem20_20260825.csv) and 'Diccionario de Datos - Indicadores Hospitalarios REM20' (xlsx); local manifest records download 2026-09-04 || RE-AUDIT 2026-09-04: CKAN package_show re-fetched (HTTP 200): title, organization 'Ministerio de Salud', tag 'DEIS', metadata_created 2024-04-19T19:28:21, metadata_modified 2026-08-25T05:03:11, licence Creative Commons CCZero, resources Indicadores_REM20.csv (indicadores_rem20_20260825.csv) and 'Diccionario de Datos - Indicadores Hospitalarios REM20' (diccionario-rem20.xlsx). Metadata unchanged; author braced with DEIS spelled out (supported by the CKAN 'DEIS' tag)","https://datos.gob.cl/api/3/action/package_show?id=indicadores-hospitalarios-rem20","2026-09-04","optional","REM-20 bed/occupancy/discharge indicators per public hospital, used only to describe hospital capacity context for the GRD series.","audited"
"deis_establecimientos","misc","","https://datos.gob.cl/dataset/establecimientos-de-salud-vigentes","datos.gob.cl CKAN API package_show?id=establecimientos-de-salud-vigentes returned title 'Establecimientos de Salud', organization 'Ministerio de Salud', metadata_created 2024-01-12, metadata_modified 2026-09-02, license 'Creative Commons CCZero', resources EstablecimientosSalud.csv (establecimientos_20260901.csv) and 'Diccionario de datos' (pdf); local dictionary PDF read with pdftotext: 'Diccionario de Datos Base de Establecimientos de Salud Red Asistencial 2026'; DEIS FAQ describes 'Establecimientos de Salud: Listado oficial sobre los distintos establecimientos públicos y privados de salud a nivel nacional' || RE-AUDIT 2026-09-04: CKAN package_show re-fetched (HTTP 200): title 'Establecimientos de Salud', organization 'Ministerio de Salud', tag 'DEIS', metadata_created 2024-01-12T12:48:16, metadata_modified 2026-09-02T03:00:10, licence Creative Commons CCZero, resources EstablecimientosSalud.csv (establecimientos_20260901.csv) and 'Diccionario de datos' (diccionario-de-datos.pdf); local /Volumes/Datos/Asesorias_Data/Autism/DEIS/Establecimientos/diccionario_establecimientos.pdf re-read with pdftotext: 'Diccionario de Datos Base de Establecimientos de Salud Red Asistencial 2026'. Metadata unchanged; author braced with DEIS spelled out (CKAN 'DEIS' tag; dictionary credits DEIS codes)","https://datos.gob.cl/api/3/action/package_show?id=establecimientos-de-salud-vigentes","2026-09-04","supporting","Official establishment catalogue (DEIS codes, commune, dependency) used to geolocate REM reporting establishments to communes/regions.","audited"
"who_icd10","misc","","https://icd.who.int/browse10/2019/en","WebFetch of the official WHO ICD-10 browser (page title 'International Statistical Classification of Diseases and Related Health Problems 10th Revision'; 'ICD-10 Version: 2019'; links to www.who.int/standards/classifications/classification-of-diseases and ICD10Volume2_en_2019.pdf); HTTP HEAD 200 || RE-AUDIT 2026-09-04: https://icd.who.int/browse10/2019/en re-fetched with curl (HTTP 200): <title> 'ICD-10 Version:2019'; page text 'International Statistical Classification of Diseases and Related Health Problems 10th Revision'. Metadata unchanged; author braced; title punctuation aligned with the page ('(ICD-10), Version:2019')","https://icd.who.int/browse10/2019/en","2026-09-04","core","Coding standard for F84 (pervasive developmental disorders) in GRD diagnostic positions; existing bib entry who_icd10 is consistent — add the URL and access date.","audited"
"romanurrestarazu2018","article","10.1186/s12939-018-0831-z","","PubMed esummary (PMID 30075777) + Crossref DOI resolution || AUDIT 2026-09-04: Crossref: title/authors(6)/Int J Equity Health 17(1):112/2018 match","https://api.crossref.org/works/10.1186/s12939-018-0831-z","2026-09-04","core","Peer-reviewed analysis of FONASA/ISAPRE segmentation (English-language, same first author as the Chilean autism prevalence work).","audited"
"acevedo2025","article","10.3389/fped.2025.1497358","","PubMed esummary + efetch abstract (PMID 40161503): 'Data was collected from the Monthly Statistical Reports (REM) of the Ministry of Health...' || AUDIT 2026-09-04: Crossref: title/author/Front Pediatr 13:1497358/2025 match","https://api.crossref.org/works/10.3389/fped.2025.1497358","2026-09-04","core","Peer-reviewed precedent for using Chile's REM (Resumen Estadístico Mensual) series as a surveillance data source, including the pandemic disruption period.","audited"
"paula2020","article","10.1177/1362361320940073","","PubMed esummary (PMID 32715766) + Crossref DOI resolution || AUDIT 2026-09-04: Crossref: title/authors(12)/Autism 24(8):2228-2242/2020 match","https://api.crossref.org/works/10.1177/1362361320940073","2026-09-04","supporting","REAL network six-country study including Chile: barriers to care and stigma.","audited"
"montenegro2022","article","10.1016/j.ridd.2021.104123","","PubMed esummary (PMID 34798480) + Crossref DOI resolution || AUDIT 2026-09-04: Crossref: title/authors(10)/Res Dev Disabil 120:104123/2022 match","https://api.crossref.org/works/10.1016/j.ridd.2021.104123","2026-09-04","supporting","Regional evidence on service-access barriers relevant to under-recognition.","audited"
"torres2021","article","10.1002/aur.2583","","PubMed esummary (PMID 34338424); DOI also listed in Crossref author query || AUDIT 2026-09-04: Crossref: title/authors(10)/Autism Research 14(10):2200-2211/2021 match","https://api.crossref.org/works/10.1002/aur.2583","2026-09-04","supporting","Adult service use in Latin America - relevant if the manuscript discusses adult recognition.","audited"
"garcia2021","article","10.32641/andespediatr.v92i1.2307","","PubMed esummary + efetch (PMID 34106180) || AUDIT 2026-09-04: Crossref: authors(6)/Andes Pediatrica 92(1):25-33/2021 match; Crossref carries Spanish title, PubMed (PMID 34106180, lang eng+spa) carries the English title used here","https://api.crossref.org/works/10.32641/andespediatr.v92i1.2307","2026-09-04","supporting","Chilean data on age at diagnosis and first concerns (companion to garcia2022).","audited"
"lopezespejo2025","article","10.1007/s10803-024-06376-5","","PubMed esummary (PMID 38744740) || AUDIT 2026-09-04: Crossref: title/authors(6)/JADD 55(8):2797-2806 match; online 2024, print issue 2025 (year kept 2025)","https://api.crossref.org/works/10.1007/s10803-024-06376-5","2026-09-04","supporting","Chilean clinical evidence on social determinants of diagnostic timing.","audited"
"romanurrestarazu2021","article","10.1177/1362361320972277","","PubMed esummary (PMID 33327735) || AUDIT 2026-09-04: Crossref: title/authors(8)/Autism 25(4):932-945 match; online 2020, print issue 2021 (year kept 2021)","https://api.crossref.org/works/10.1177/1362361320972277","2026-09-04","supporting","Chilean screening study in a public-sector, low-resource setting.","audited"
"donosoestay2025","article","10.1186/s12939-025-02708-8","","PubMed esummary (PMID 41387881) || AUDIT 2026-09-04: Crossref: title/authors(3)/Int J Equity Health 24(1):344/2025 match (PubMed PMID 41387881 same author forms)","https://api.crossref.org/works/10.1186/s12939-025-02708-8","2026-09-04","supporting","Peer-reviewed description of a municipal (primary-care level) autism service model in Chile post-Ley 21.545.","audited"
"rodriguezgatta2025","article","10.1186/s12961-024-01241-4","","PubMed esummary (PMID 39979958) || AUDIT 2026-09-04: Crossref: title/journal 23(1):22/2025 match; author list expanded from 'et al.' to all 11 Crossref authors","https://api.crossref.org/works/10.1186/s12961-024-01241-4","2026-09-04","supporting","National health-system assessment for disability inclusion in Chile (context for autism services).","audited"
"schonhaut2023","article","10.32641/andespediatr.v94i4.4901","","PubMed esummary + efetch vernacular title (PMID 39808552) || AUDIT 2026-09-04: Crossref: Spanish title/authors(4)/Andes Pediatrica 94(4):425-435/2023 match (PubMed PMID 39808552, lang spa, same vernacular title; author surnames carry maternal initial as in source)","https://api.crossref.org/works/10.32641/andespediatr.v94i4.4901","2026-09-04","supporting","Review of screening tools validated in Chile; relevant to detection pathway under Ley 21.545.","audited"
"cid2016","article","10.21149/spm.v58i5.7972","","PubMed esummary + efetch vernacular title (PMID 27991986) || AUDIT 2026-09-04: Crossref: title/authors(3)/Salud Publica Mex pp 553-560/2016 match (Crossref record lacks volume/issue); volume 58 issue 5 confirmed by PubMed esummary PMID 27991986 and by the DOI suffix v58i5","https://api.crossref.org/works/10.21149/spm.v58i5.7972","2026-09-04","supporting","Peer-reviewed characterization of Chile as a segmented and unequal health system (Cid et al.; no 2020 Cid paper on this topic was found).","audited"
"frenz2014","article","10.1093/heapol/czt054","","PubMed esummary (PMID 23921988) || AUDIT 2026-09-04: Crossref: title/authors(4)/Health Policy Plan 29(6):717-731 match; online 2013, print issue 2014 (year kept 2014)","https://api.crossref.org/works/10.1093/heapol/czt054","2026-09-04","supporting","English-language peer-reviewed description of Chile's coverage architecture and equity of effective coverage.","audited"
"aguilera2014","article","10.1371/journal.pmed.1001676","","PubMed esummary (PMID 25244581) || AUDIT 2026-09-04: Crossref: title/PLoS Med 11(9):e1001676/2014 match; author list expanded from 'et al.' to all 5 authors (Crossref and PubMed both record 'Ferrari, Manuel Nájera-De')","https://api.crossref.org/works/10.1371/journal.pmed.1001676","2026-09-04","supporting","Aguilera et al. overview of the Chilean system and UHC monitoring (FONASA/ISAPRE shares).","audited"
"bernalesbaksai2020","article","10.1186/s12939-020-01176-6","","PubMed esummary (PMID 32664954) || AUDIT 2026-09-04: Crossref: title/author/Int J Equity Health 19(1):106/2020 match","https://api.crossref.org/works/10.1186/s12939-020-01176-6","2026-09-04","supporting","Recent peer-reviewed analysis of segmentation in the Chilean system.","audited"
"contrerasmontiel2026","article","10.1016/j.healthpol.2025.105507","","PubMed esummary (PMID 41371085) || AUDIT 2026-09-04: Crossref: title/Health Policy 164:105507/2026 match; author list expanded from 'et al.' to all 7 Crossref authors","https://api.crossref.org/works/10.1016/j.healthpol.2025.105507","2026-09-04","optional","Most recent peer-reviewed description of FONASA/ISAPRE fragmentation.","audited"
"matuslopez2025","article","10.26633/RPSP.2025.84","","PubMed esummary (PMID 40755516); Spanish title not retrieved - PubMed bracketed English title given || AUDIT 2026-09-04: Crossref: author/Rev Panam Salud Publica 49/2025 match; FIXED title to the Spanish original (Crossref title + PubMed vernacular title, PMID 40755516; article language spa); pages e84 per PubMed (Crossref page field '1' is not the e-locator)","https://api.crossref.org/works/10.26633/RPSP.2025.84","2026-09-04","optional","Long-run context on hospital utilization in Chile.","audited"
"aiken2021","article","10.1016/S2214-109X(21)00209-6","","PubMed esummary + efetch abstract (PMID 34224669): 'discharge data from the national diagnosis-related groups database' || AUDIT 2026-09-04: Crossref: title/authors(11)/Lancet Glob Health 9(8):e1145-e1153/2021 match","https://api.crossref.org/works/10.1016/S2214-109X(21)00209-6","2026-09-04","supporting","High-profile peer-reviewed precedent for using Chile's national GRD discharge database.","audited"
"nunez2024","article","10.1161/JAHA.123.035152","","PubMed esummary + efetch abstract (PMID 39023058): '2019 Chilean database of Diagnosis-Related Groups, which represents 70% of the operational expenditure of the public health system' || AUDIT 2026-09-04: Crossref: authors(6)/JAHA 13(15):e035152/2024 match; FIXED title (subtitle 'Data From a Nationwide Hospital Registry' was missing)","https://api.crossref.org/works/10.1161/JAHA.123.035152","2026-09-04","supporting","Peer-reviewed GRD-based national study; abstract states GRD coverage of the public system.","audited"
"bernal2026","article","10.1016/j.lana.2025.101308","","PubMed esummary + efetch abstract (PMID 41367632): 'nationwide Diagnosis-Related Groups database covering 68 Chilean health institutions', 2019-2023 || AUDIT 2026-09-04: Crossref: authors(6)/Lancet Reg Health Am 53:101308/2026 match; FIXED title (subtitle 'a large-scale nationwide cross-sectional study' was missing)","https://api.crossref.org/works/10.1016/j.lana.2025.101308","2026-09-04","supporting","GRD-based Chilean study published in the target journal; useful precedent for data description and reviewer familiarity.","audited"
"breinbauer2022","article","10.3389/fpubh.2022.983513","","PubMed esummary (PMID 36311641) || AUDIT 2026-09-04: Crossref: title/authors(6)/Front Public Health 10:983513/2022 match","https://api.crossref.org/works/10.3389/fpubh.2022.983513","2026-09-04","supporting","Chile Crece Contigo and developmental-disability policy context linking health and education systems.","audited"
"lopezespejo2026","article","10.1055/s-0046-1820532","","PubMed esummary (PMID 42119985) || AUDIT 2026-09-04: Not in Crossref and doi.org returns 404 on 2026-09-04; PubMed efetch PMID 42119985 (status MEDLINE): title/author/Arq Neuropsiquiatr 84(5):1-8/2026 (epub 2026-05-12)/DOI 10.1055/s-0046-1820532 all match; PMC13167219 page confirms title, author, journal, 2026;84(5), DOI, publisher Thieme","https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esummary.fcgi?db=pubmed&id=42119985&retmode=json","2026-09-04","optional","Recent GBD-based South American NDD trend analysis by a Chilean author.","audited"
"tafla2026","article","10.1177/13623613261434813","","PubMed esummary (PMID 41863827) || AUDIT 2026-09-04: Crossref: Autism 30(6):1393-1397/2026 match; FIXED title (subtitle was missing) and expanded 'et al.' to all 4 Crossref authors","https://api.crossref.org/works/10.1177/13623613261434813","2026-09-04","optional","Recent regional perspective on autism research in Latin America.","audited"
"gaticabahamonde2024","article","10.3389/fpsyt.2024.1363976","","PubMed esummary (PMID 38952633) || AUDIT 2026-09-04: Crossref: title/authors(7)/Front Psychiatry 15:1363976/2024 match","https://api.crossref.org/works/10.3389/fpsyt.2024.1363976","2026-09-04","optional","Chilean screening validation during the pandemic period covered by the surveillance window.","audited"
"koch2017","article","10.1016/j.healthpol.2017.02.013","","PubMed esummary (PMID 28359550) || AUDIT 2026-09-04: Crossref: authors(3)/Health Policy 121(5):481-494/2017 match; title punctuation aligned to Crossref (em dash)","https://api.crossref.org/works/10.1016/j.healthpol.2017.02.013","2026-09-04","optional","Systematic review of financial protection in the Chilean system (Cid co-author).","audited"
"martinez2019","article","10.1186/s12889-019-6526-6","","PubMed esummary (PMID 30808318) || AUDIT 2026-09-04: Crossref: title/BMC Public Health 19(1):233/2019 match; author list expanded from 'et al.' to all 9 Crossref authors","https://api.crossref.org/works/10.1186/s12889-019-6526-6","2026-09-04","optional","Only peer-reviewed Chilean waiting-list study found (non-GES conditions, not autism-specific); use if waiting lists are discussed.","audited"
"hartmann2018","article","10.1037/fsh0000340","","PubMed esummary (PMID 29902034) || AUDIT 2026-09-04: Crossref: title/authors(6)/Families, Systems, & Health 36(2):169-174/2018 match (PubMed PMID 29902034 same author forms)","https://api.crossref.org/works/10.1037/fsh0000340","2026-09-04","optional","Qualitative account of Chilean family experiences with autism services.","audited"
"sanchezgomez2026","article","10.3389/fpsyt.2026.1790139","","PubMed esummary (PMID 42245215) || AUDIT 2026-09-04: Crossref: title/authors(5)/Front Psychiatry 17:1790139/2026 match","https://api.crossref.org/works/10.3389/fpsyt.2026.1790139","2026-09-04","optional","Recent peer-reviewed study of autistic students in Chilean mainstream (PIE) schools.","audited"
"letelier2006","article","10.1016/S0140-6736(06)69875-9","","PubMed esummary (PMID 17189018) || AUDIT 2026-09-04: Crossref: title/authors(2)/Lancet 368(9554):2197-2198/2006 match","https://api.crossref.org/works/10.1016/S0140-6736(06)69875-9","2026-09-04","optional","Lancet-family short piece on the AUGE/GES reform; concise citation for reform background.","audited"
"bitran2010","article","10.1377/hlthaff.2010.0972","","PubMed esummary (PMID 21134916) || AUDIT 2026-09-04: Crossref: title/authors(3)/Health Affairs 29(12):2161-2170/2010 match (sentence case kept)","https://api.crossref.org/works/10.1377/hlthaff.2010.0972","2026-09-04","optional","Evidence on GES reform effects on coverage/hospitalization.","audited"
"castillolaborde2017","article","10.37757/MR2017.V19.N2-3.10","","PubMed esummary (PMID 34352979) || AUDIT 2026-09-04: Crossref: title/MEDICC Review 19(2-3):57/2017 match but Crossref record has no author list; authors (8) taken from PubMed efetch PMID 34352979, expanding 'et al.'","https://api.crossref.org/works/10.37757/MR2017.V19.N2-3.10","2026-09-04","optional","Insurance-scheme (FONASA vs ISAPRE) performance and inequalities.","audited"
"montenegro2023","article","10.3389/fpsyt.2023.1283326","","PubMed esummary (PMID 38188048); title truncated in esummary output after 'during COVID-19' - confirm full title before use || AUDIT 2026-09-04: Crossref: full title confirmed (was flagged as possibly truncated)/authors(15)/Front Psychiatry 14:1283326/2023 match","https://api.crossref.org/works/10.3389/fpsyt.2023.1283326","2026-09-04","optional","Pandemic-period regional data including Chile; relevant to the 2020-2021 dip in the series.","audited"
"paula2011b","article","10.1590/S0104-42302011000100002","","PubMed esummary (PMID 21390445); no DOI listed in PubMed || RE-AUDIT 2026-09-04: PubMed esummary + efetch (PMID 21390445) re-fetched: 'Autism in Brazil: perspectives from science and society.', authors Paula Cristiane S / Fombonne Eric / Gadia Carlos / Tuchman Robert / Rosanoff Michael, Revista da Associacao Medica Brasileira (1992) 2011 Jan-Feb;57(1):2-5, PII S0104-42302011000100002 (no DOI in PubMed); Crossref https://api.crossref.org/works/10.1590/S0104-42302011000100002 resolves with matching title/authors/57(1):2-5/2011. Author field rewritten in BibTeX 'and' form with full given names from efetch; DOI and pmid added","https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esummary.fcgi?db=pubmed&id=21390445&retmode=json","2026-09-04","optional","Brazilian perspective piece; optional regional context.","audited"
"montielnava2008","article","10.1177/1362361307086663","","PubMed esummary (PMID 18308767); DOI also in Crossref author query || AUDIT 2026-09-04: Crossref: title/authors(2)/Autism 12(2):191-202/2008 match","https://api.crossref.org/works/10.1177/1362361307086663","2026-09-04","optional","Early Latin American (Venezuela) prevalence study.","audited"
"fombonne2012","article","10.1002/aur.1235","","PubMed esummary (PMID 22581514) || AUDIT 2026-09-04: Crossref: title/authors(5)/Autism Research 5(3):180-189/2012 match (sentence case kept)","https://api.crossref.org/works/10.1002/aur.1235","2026-09-04","optional","Mexican screening study preceding the León survey.","audited"
"bcn2018","report","","https://obtienearchivo.bcn.cl/obtienearchivo?id=repositorio%2F10221%2F25819%2F1%2FBCN__Politicas_de_apoyo_al_espectro_autista_FINAL.pdf","Official BCN PDF downloaded via WebFetch and read with pdftotext (title, author, date, report number confirmed) || RE-AUDIT 2026-09-04: BCN PDF re-downloaded with curl (HTTP 200, application/pdf, 321,580 bytes, 29 pages) and read with pdftotext: 'Asesoría Técnica Parlamentaria', 'Septiembre 2018', '116626', title verbatim, 'Autor María Pilar Lampert-Grassi', 'Nº SUP: 116769'. Author expanded to full name in BibTeX form; institution/number/month fields normalised","https://obtienearchivo.bcn.cl/obtienearchivo?id=repositorio%2F10221%2F25819%2F1%2FBCN__Politicas_de_apoyo_al_espectro_autista_FINAL.pdf","2026-09-04","optional","Parliamentary background report that informed the autism-law debate; grey literature.","audited"
"aravenavargas2026","article","10.55717/p0w4df92","","Crossref DOI resolution (publisher: Instituto Especializado de Profesionales de la Salud, issued 2026-03-18); not indexed in PubMed || AUDIT 2026-09-04: Crossref: title/authors(2)/Revista Salud y Desarrollo 10(1):1-21/2026 (online 2026-03-18) match; publisher Instituto Especializado de Profesionales de la Salud; not indexed in PubMed","https://api.crossref.org/works/10.55717/p0w4df92","2026-09-04","optional","Policy analysis of Ley 21.545 coalitions; low-visibility journal, use only if a policy-process citation is needed.","audited"
