era,definition,first_principal,last_prior_principal,index_role,patients
2019-2020,TEA_operacional,J387,J387,solo_secundario,1
2019-2020,TEA_operacional,J448,J448,solo_secundario,1
2019-2020,TEA_operacional,J46,J46,solo_secundario,1
2019-2020,TEA_operacional,K021,K021,solo_secundario,1
2019-2020,TEA_operacional,K222,K222,solo_secundario,1
2019-2020,TEA_operacional,K221,K221,solo_secundario,1
2019-2020,TEA_operacional,K134,D70,solo_secundario,1
2019-2020,TEA_operacional,K044,K044,solo_secundario,1
2019-2020,TEA_operacional,K029,K564,solo_secundario,1
2019-2020,TEA_operacional,K028,K028,solo_secundario,1
2019-2020,TEA_operacional,A090,E86,solo_secundario,1
2019-2020,TEA_operacional,K010,K010,solo_secundario,1
2019-2020,TEA_operacional,J698,J441,solo_secundario,1
2019-2020,TEA_operacional,K010,K010,principal,1
2019-2020,TEA_operacional,K001,K001,solo_secundario,1
2019-2020,TEA_operacional,J9619,J9609,solo_secundario,1
2019-2020,TEA_operacional,J9609,K590,solo_secundario,1
2019-2020,TEA_operacional,J9600,J960,solo_secundario,1
2019-2020,TEA_operacional,J950,J950,solo_secundario,1
2019-2020,TEA_operacional,J90,T850,solo_secundario,1
2019-2020,TEA_operacional,J14,J14,solo_secundario,1
2019-2020,TEA_operacional,J13,J13,solo_secundario,1
2019-2020,TEA_operacional,J128,J981,solo_secundario,1
2019-2020,TEA_operacional,G919,G919,solo_secundario,1
2019-2020,TEA_operacional,H540,H540,solo_secundario,1
2019-2020,TEA_operacional,H351,J9609,solo_secundario,1
2019-2020,TEA_operacional,H050,H050,solo_secundario,1
2019-2020,TEA_operacional,H001,H001,solo_secundario,1
2019-2020,TEA_operacional,G934,G934,solo_secundario,1
2019-2020,TEA_operacional,G930,G409,solo_secundario,1
2019-2020,TEA_operacional,G919,T850,solo_secundario,1
2019-2020,TEA_operacional,G901,H169,principal,1
2019-2020,TEA_operacional,H664,T814,solo_secundario,1
2019-2020,TEA_operacional,G808,G808,solo_secundario,1
2019-2020,TEA_operacional,G800,G800,solo_secundario,1
2019-2020,TEA_operacional,G711,G711,solo_secundario,1
2019-2020,TEA_operacional,G473,G473,solo_secundario,1
2019-2020,TEA_operacional,G439,G439,principal,1
2019-2020,TEA_operacional,G410,J129,solo_secundario,1
2019-2020,TEA_operacional,G409,T391,solo_secundario,1
2019-2020,TEA_operacional,H55,H55,solo_secundario,1
2019-2020,TEA_operacional,H669,H669,solo_secundario,1
2019-2020,TEA_operacional,J128,J129,solo_secundario,1
2019-2020,TEA_operacional,J040,J040,solo_secundario,1
2019-2020,TEA_operacional,J122,J122,solo_secundario,1
2019-2020,TEA_operacional,J121,Q750,solo_secundario,1
2019-2020,TEA_operacional,J121,Q211,solo_secundario,1
2019-2020,TEA_operacional,J120,J120,solo_secundario,1
2019-2020,TEA_operacional,J100,K800,solo_secundario,1
2019-2020,TEA_operacional,J069,J069,solo_secundario,1
2019-2020,TEA_operacional,J050,J050,solo_secundario,1
2019-2020,TEA_operacional,J039,J039,solo_secundario,1
2019-2020,TEA_operacional,H729,F29,solo_secundario,1
2019-2020,TEA_operacional,J00,Z540,solo_secundario,1
2019-2020,TEA_operacional,J00,J209,solo_secundario,1
2019-2020,TEA_operacional,I471,I471,solo_secundario,1
2019-2020,TEA_operacional,I440,I440,solo_secundario,1
2019-2020,TEA_operacional,I359,I359,solo_secundario,1
2019-2020,TEA_operacional,I270,I270,solo_secundario,1
2019-2020,TEA_operacional,I151,Z452,solo_secundario,1
2019-2020,TEA_operacional,Z930,Z430,solo_secundario,1
2019-2020,F84_historico,G409,G409,solo_secundario,18
2019-2020,F84_historico,J189,J189,solo_secundario,7
2019-2020,F84_historico,G404,G404,solo_secundario,6
2019-2020,F84_historico,Z518,Z518,solo_secundario,6
2019-2020,F84_historico,J353,J353,solo_secundario,6
2019-2020,F84_historico,A099,A099,solo_secundario,5
2019-2020,F84_historico,S4240,S4240,solo_secundario,4
2019-2020,F84_historico,J121,J121,solo_secundario,4
2019-2020,F84_historico,J690,J690,solo_secundario,4
2019-2020,F84_historico,J129,J129,solo_secundario,4
2019-2020,F84_historico,J159,J159,solo_secundario,3
2019-2020,F84_historico,K353,K353,solo_secundario,3
2019-2020,F84_historico,F609,F609,solo_secundario,2
2019-2020,F84_historico,R458,R458,solo_secundario,2
2019-2020,F84_historico,F432,F432,solo_secundario,2
2019-2020,F84_historico,R560,R560,solo_secundario,2
2019-2020,F84_historico,G403,G403,solo_secundario,2
2019-2020,F84_historico,F322,F322,solo_secundario,2
2019-2020,F84_historico,G408,G408,solo_secundario,2
2019-2020,F84_historico,A080,A080,solo_secundario,2
2019-2020,F84_historico,P220,P220,solo_secundario,2
2019-2020,F84_historico,G410,G410,solo_secundario,2
2019-2020,F84_historico,Q234,Q234,solo_secundario,2
2019-2020,F84_historico,P590,P590,solo_secundario,2
2019-2020,F84_historico,T432,T432,solo_secundario,2
2019-2020,F84_historico,N47,N47,solo_secundario,2
2019-2020,F84_historico,N390,N390,solo_secundario,2
2019-2020,F84_historico,J351,J351,solo_secundario,2
2019-2020,F84_historico,K859,K859,solo_secundario,2
2019-2020,F84_historico,K590,K590,solo_secundario,2
2019-2020,F84_historico,K029,K029,solo_secundario,2
2019-2020,F84_historico,S5250,S5250,solo_secundario,2
2019-2020,F84_historico,Q531,Q531,solo_secundario,2
2019-2020,F84_historico,K358,K358,solo_secundario,2
2019-2020,F84_historico,T751,T751,solo_secundario,2
2019-2020,F84_historico,D480,D480,solo_secundario,2
2019-2020,F84_historico,C910,Z511,solo_secundario,2
2019-2020,F84_historico,A419,A419,solo_secundario,2
2019-2020,F84_historico,O821,O821,solo_secundario,1
2019-2020,F84_historico,P210,P210,solo_secundario,1
2019-2020,F84_historico,Z139,Z139,solo_secundario,1
2019-2020,F84_historico,P071,J189,solo_secundario,1
2019-2020,F84_historico,O993,O993,solo_secundario,1
2019-2020,F84_historico,O991,O991,solo_secundario,1
2019-2020,F84_historico,Z432,J981,solo_secundario,1
2019-2020,F84_historico,N831,N831,solo_secundario,1
2019-2020,F84_historico,N480,Q643,solo_secundario,1
2019-2020,F84_historico,Z478,Z478,solo_secundario,1
2019-2020,F84_historico,N44,N44,solo_secundario,1
2019-2020,F84_historico,Z511,A099,solo_secundario,1
2019-2020,F84_historico,Z511,Z511,solo_secundario,1
2019-2020,F84_historico,N390,L022,solo_secundario,1
2019-2020,F84_historico,Z518,H024,solo_secundario,1
2019-2020,F84_historico,P219,P219,solo_secundario,1
2019-2020,F84_historico,Z138,Z518,solo_secundario,1
2019-2020,F84_historico,N179,N311,solo_secundario,1
2019-2020,F84_historico,P228,G409,solo_secundario,1
2019-2020,F84_historico,P916,P916,solo_secundario,1
2019-2020,F84_historico,P915,J209,solo_secundario,1
2019-2020,F84_historico,P90,J069,solo_secundario,1
2019-2020,F84_historico,P77,K598,solo_secundario,1
2019-2020,F84_historico,P704,J120,solo_secundario,1
2019-2020,F84_historico,P599,Z033,solo_secundario,1
2019-2020,F84_historico,P599,P599,solo_secundario,1
2019-2020,F84_historico,P599,A090,solo_secundario,1
2019-2020,F84_historico,P598,P598,solo_secundario,1
2019-2020,F84_historico,Z138,G409,solo_secundario,1
2019-2020,F84_historico,P398,P398,solo_secundario,1
2019-2020,F84_historico,P369,M8618,solo_secundario,1
2019-2020,F84_historico,P290,P290,solo_secundario,1
2019-2020,F84_historico,P285,Z540,solo_secundario,1
2019-2020,F84_historico,P238,J208,solo_secundario,1
2019-2020,F84_historico,N258,C910,solo_secundario,1
2019-2020,F84_historico,M8793,M8793,solo_secundario,1
2019-2020,F84_historico,N10,J159,solo_secundario,1
2019-2020,F84_historico,Q02,D65,solo_secundario,1
2019-2020,F84_historico,K918,K918,solo_secundario,1
2019-2020,F84_historico,K914,K914,solo_secundario,1
2019-2020,F84_historico,K859,S219,solo_secundario,1
2019-2020,F84_historico,Z540,Z540,solo_secundario,1
2019-2020,F84_historico,K801,T810,solo_secundario,1
2019-2020,F84_historico,K639,Z518,solo_secundario,1
2019-2020,F84_historico,K635,Q668,solo_secundario,1
2019-2020,F84_historico,Z653,Z653,solo_secundario,1
2019-2020,F84_historico,K590,J353,solo_secundario,1
2019-2020,F84_historico,Z763,C222,solo_secundario,1
2019-2020,F84_historico,K590,J159,solo_secundario,1
2019-2020,F84_historico,K590,J00,solo_secundario,1
2019-2020,F84_historico,K561,Z511,solo_secundario,1
2019-2020,F84_historico,K559,I880,solo_secundario,1
2019-2020,F84_historico,K429,K429,solo_secundario,1
2019-2020,F84_historico,K918,Q375,solo_secundario,1
2019-2020,F84_historico,L031,L031,solo_secundario,1
2019-2020,F84_historico,L040,L040,solo_secundario,1
2019-2020,F84_historico,M2106,M2106,solo_secundario,1
2019-2020,F84_historico,M8698,A047,solo_secundario,1
2019-2020,F84_historico,M359,M359,solo_secundario,1
2019-2020,F84_historico,M2318,M2318,solo_secundario,1
2019-2020,F84_historico,M2176,M2389,solo_secundario,1
2019-2020,F84_historico,M2157,N390,solo_secundario,1
2019-2020,F84_historico,M2117,M2117,solo_secundario,1
2019-2020,F84_historico,L923,Q211,solo_secundario,1
2019-2020,F84_historico,L059,L059,solo_secundario,1
2019-2020,F84_historico,Z518,Q234,solo_secundario,1
2019-2020,F84_historico,L732,L732,solo_secundario,1
2019-2020,F84_historico,L720,C910,solo_secundario,1
2019-2020,F84_historico,Z518,Q668,solo_secundario,1
2019-2020,F84_historico,L600,L600,solo_secundario,1
2019-2020,F84_historico,L211,L211,solo_secundario,1
2019-2020,F84_historico,Q012,Q019,solo_secundario,1
2019-2020,F84_historico,T634,T634,solo_secundario,1
2019-2020,F84_historico,Q038,G403,solo_secundario,1
2019-2020,F84_historico,R223,R223,solo_secundario,1
2019-2020,F84_historico,S0620,S009,solo_secundario,1
2019-2020,F84_historico,T781,T781,solo_secundario,1
2019-2020,F84_historico,S059,S059,solo_secundario,1
2019-2020,F84_historico,S0220,S0220,solo_secundario,1
2019-2020,F84_historico,S011,S011,solo_secundario,1
2019-2020,F84_historico,R620,R620,solo_secundario,1
2019-2020,F84_historico,R568,Z033,solo_secundario,1
2019-2020,F84_historico,R568,R509,solo_secundario,1
2019-2020,F84_historico,R568,G419,solo_secundario,1
2019-2020,F84_historico,R568,G409,solo_secundario,1
2019-2020,F84_historico,R560,T242,solo_secundario,1
2019-2020,F84_historico,R560,S611,solo_secundario,1
2019-2020,F84_historico,T824,T824,solo_secundario,1
2019-2020,F84_historico,T827,T827,solo_secundario,1
2019-2020,F84_historico,R522,N359,solo_secundario,1
2019-2020,F84_historico,S0690,S0690,solo_secundario,1
2019-2020,F84_historico,S099,S099,solo_secundario,1
2019-2020,F84_historico,S398,Z513,solo_secundario,1
2019-2020,F84_historico,S830,S830,solo_secundario,1
2019-2020,F84_historico,T405,T850,solo_secundario,1
2019-2020,F84_historico,T391,T391,solo_secundario,1
2019-2020,F84_historico,T251,T251,solo_secundario,1
2019-2020,F84_historico,T243,T243,solo_secundario,1
2019-2020,F84_historico,T231,T231,solo_secundario,1
2019-2020,F84_historico,T182,T182,solo_secundario,1
2019-2020,F84_historico,S8230,Q647,solo_secundario,1
2019-2020,F84_historico,S4240,S4240,principal,1
2019-2020,F84_historico,S6261,Q728,solo_secundario,1
2019-2020,F84_historico,S5280,S5280,solo_secundario,1
2019-2020,F84_historico,T751,G409,solo_secundario,1
2019-2020,F84_historico,S5240,S5240,solo_secundario,1
2019-2020,F84_historico,S5200,S5200,solo_secundario,1
2019-2020,F84_historico,S519,S519,principal,1
2019-2020,F84_historico,T850,M5492,solo_secundario,1
2019-2020,F84_historico,R13,J129,solo_secundario,1
2019-2020,F84_historico,T421,T421,solo_secundario,1
2019-2020,F84_historico,Q897,K219,solo_secundario,1
2019-2020,F84_historico,Z031,Z031,solo_secundario,1
2019-2020,F84_historico,Q431,J208,solo_secundario,1
2019-2020,F84_historico,Q419,Q419,solo_secundario,1
2019-2020,F84_historico,Q315,K918,solo_secundario,1
2019-2020,F84_historico,Q315,G409,solo_secundario,1
2019-2020,F84_historico,Z048,Z048,solo_secundario,1
2019-2020,F84_historico,Q311,Q311,solo_secundario,1
2019-2020,F84_historico,Q308,J152,solo_secundario,1
2019-2020,F84_historico,Q282,Q282,solo_secundario,1
2019-2020,F84_historico,Q279,Q828,solo_secundario,1
2019-2020,F84_historico,Q239,J22,solo_secundario,1
2019-2020,F84_historico,Z133,Z133,solo_secundario,1
2019-2020,F84_historico,Q230,Q230,solo_secundario,1
2019-2020,F84_historico,Q213,Z048,solo_secundario,1
2019-2020,F84_historico,Q213,Q213,solo_secundario,1
2019-2020,F84_historico,Q539,Q539,solo_secundario,1
2019-2020,F84_historico,Q542,Z480,solo_secundario,1
2019-2020,F84_historico,T858,T858,solo_secundario,1
2019-2020,F84_historico,Q750,Q673,solo_secundario,1
2019-2020,F84_historico,Q871,Q218,solo_secundario,1
2019-2020,F84_historico,Q870,Q870,solo_secundario,1
2019-2020,F84_historico,Q828,Q828,solo_secundario,1
2019-2020,F84_historico,Q774,Q774,solo_secundario,1
2019-2020,F84_historico,Q753,Q753,solo_secundario,1
2019-2020,F84_historico,Q753,G409,solo_secundario,1
2019-2020,F84_historico,Q680,Q680,principal,1
2019-2020,F84_historico,Q632,H652,solo_secundario,1
2019-2020,F84_historico,Q674,R230,solo_secundario,1
2019-2020,F84_historico,Q665,Q665,solo_secundario,1
2019-2020,F84_historico,Q651,Q651,solo_secundario,1
2019-2020,F84_historico,T850,T850,solo_secundario,1
2019-2020,F84_historico,Q641,Q641,solo_secundario,1
2019-2020,F84_historico,T855,K075,solo_secundario,1
2019-2020,F84_historico,Q079,Q079,solo_secundario,1
2019-2020,F84_historico,K021,K021,solo_secundario,1
2019-2020,F84_historico,K352,T16,solo_secundario,1
2019-2020,F84_historico,F432,F432,principal,1
2019-2020,F84_historico,F431,T391,solo_secundario,1
2019-2020,F84_historico,F431,F431,solo_secundario,1
2019-2020,F84_historico,F419,F419,solo_secundario,1
2019-2020,F84_historico,F412,F412,solo_secundario,1
2019-2020,F84_historico,F329,F329,solo_secundario,1
2019-2020,F84_historico,F329,F329,principal,1
2019-2020,F84_historico,F328,F328,solo_secundario,1
2019-2020,F84_historico,F323,F600,solo_secundario,1
2019-2020,F84_historico,F323,F412,solo_secundario,1
2019-2020,F84_historico,F320,T439,solo_secundario,1
2019-2020,F84_historico,F319,F319,solo_secundario,1
2019-2020,F84_historico,F316,F316,solo_secundario,1
2019-2020,F84_historico,F313,F313,solo_secundario,1
2019-2020,F84_historico,F29,F609,solo_secundario,1
2019-2020,F84_historico,F29,F29,solo_secundario,1
2019-2020,F84_historico,F28,F28,solo_secundario,1
2019-2020,F84_historico,F21,F21,principal,1
2019-2020,F84_historico,F432,F429,solo_secundario,1
2019-2020,F84_historico,F638,R458,solo_secundario,1
2019-2020,F84_historico,K295,K295,solo_secundario,1
2019-2020,F84_historico,F711,F919,solo_secundario,1
2019-2020,F84_historico,G408,G409,solo_secundario,1
2019-2020,F84_historico,G404,R568,solo_secundario,1
2019-2020,F84_historico,G403,J108,solo_secundario,1
2019-2020,F84_historico,G403,G403,principal,1
2019-2020,F84_historico,G401,G401,solo_secundario,1
2019-2020,F84_historico,G361,G361,solo_secundario,1
2019-2020,F84_historico,G121,Z518,solo_secundario,1
2019-2020,F84_historico,G060,G060,solo_secundario,1
2019-2020,F84_historico,G048,G048,solo_secundario,1
2019-2020,F84_historico,G040,A083,solo_secundario,1
2019-2020,F84_historico,F920,F920,solo_secundario,1
2019-2020,F84_historico,F919,F918,solo_secundario,1
2019-2020,F84_historico,F919,F913,solo_secundario,1
2019-2020,F84_historico,F918,H471,solo_secundario,1
2019-2020,F84_historico,F913,F913,solo_secundario,1
2019-2020,F84_historico,F89,F89,principal,1
2019-2020,F84_historico,F799,F719,solo_secundario,1
2019-2020,F84_historico,F209,F209,solo_secundario,1
2019-2020,F84_historico,F141,F141,solo_secundario,1
2019-2020,F84_historico,E871,G409,solo_secundario,1
2019-2020,F84_historico,E835,J040,solo_secundario,1
2019-2020,F84_historico,C920,G409,solo_secundario,1
2019-2020,F84_historico,C910,D70,solo_secundario,1
2019-2020,F84_historico,C910,C910,solo_secundario,1
2019-2020,F84_historico,C73,C73,solo_secundario,1
2019-2020,F84_historico,C717,T850,solo_secundario,1
2019-2020,F84_historico,C629,K029,solo_secundario,1
2019-2020,F84_historico,C629,C629,solo_secundario,1
2019-2020,F84_historico,B24,P351,solo_secundario,1
2019-2020,F84_historico,B179,B179,solo_secundario,1
2019-2020,F84_historico,B019,B019,solo_secundario,1
2019-2020,F84_historico,A86,A86,solo_secundario,1
2019-2020,F84_historico,A492,A492,solo_secundario,1
2019-2020,F84_historico,A419,N10,solo_secundario,1
2019-2020,F84_historico,A099,S0680,solo_secundario,1
2019-2020,F84_historico,A099,Q044,solo_secundario,1
2019-2020,F84_historico,A099,J129,solo_secundario,1
2019-2020,F84_historico,A099,H653,solo_secundario,1
2019-2020,F84_historico,C950,C910,solo_secundario,1
2019-2020,F84_historico,D237,Z518,solo_secundario,1
2019-2020,F84_historico,D27,D27,solo_secundario,1
2019-2020,F84_historico,D848,Z518,solo_secundario,1
2019-2020,F84_historico,E762,Z018,solo_secundario,1
2019-2020,F84_historico,E760,E760,solo_secundario,1
2019-2020,F84_historico,E711,E711,solo_secundario,1
2019-2020,F84_historico,E270,N801,solo_secundario,1
2019-2020,F84_historico,E161,G409,solo_secundario,1
2019-2020,F84_historico,E109,E109,principal,1
2019-2020,F84_historico,E108,E108,solo_secundario,1
2019-2020,F84_historico,D801,Z098,solo_secundario,1
2019-2020,F84_historico,D401,C629,solo_secundario,1
2019-2020,F84_historico,D70,C910,solo_secundario,1
2019-2020,F84_historico,D696,D70,solo_secundario,1
2019-2020,F84_historico,D649,D649,solo_secundario,1
2019-2020,F84_historico,D648,D508,solo_secundario,1
2019-2020,F84_historico,D619,Z511,solo_secundario,1
2019-2020,F84_historico,D479,J189,solo_secundario,1
2019-2020,F84_historico,D410,D410,solo_secundario,1
2019-2020,F84_historico,G409,G401,solo_secundario,1
2019-2020,F84_historico,G409,G403,solo_secundario,1
2019-2020,F84_historico,G409,G404,solo_secundario,1
2019-2020,F84_historico,J13,J13,solo_secundario,1
2019-2020,F84_historico,J352,J352,solo_secundario,1
2019-2020,F84_historico,J352,J352,principal,1
2019-2020,F84_historico,J22,R13,solo_secundario,1
2019-2020,F84_historico,J219,J219,solo_secundario,1
2019-2020,F84_historico,J219,A080,solo_secundario,1
2019-2020,F84_historico,J209,Q909,solo_secundario,1
2019-2020,F84_historico,J209,Q204,solo_secundario,1
2019-2020,F84_historico,J209,J459,solo_secundario,1
2019-2020,F84_historico,J209,J156,solo_secundario,1
2019-2020,F84_historico,J209,H509,solo_secundario,1
2019-2020,F84_historico,J209,G934,solo_secundario,1
2019-2020,F84_historico,J209,G122,solo_secundario,1
2019-2020,F84_historico,J204,J204,solo_secundario,1
2019-2020,F84_historico,J189,J209,solo_secundario,1
2019-2020,F84_historico,J189,J189,principal,1
2019-2020,F84_historico,J159,J129,solo_secundario,1
2019-2020,F84_historico,J151,J151,solo_secundario,1
2019-2020,F84_historico,J387,J387,solo_secundario,1
2019-2020,F84_historico,J448,J448,solo_secundario,1
2019-2020,F84_historico,J46,J46,solo_secundario,1
2019-2020,F84_historico,A090,E86,solo_secundario,1
2019-2020,F84_historico,K222,K222,solo_secundario,1
2019-2020,F84_historico,K221,K221,solo_secundario,1
2019-2020,F84_historico,K134,D70,solo_secundario,1
2019-2020,F84_historico,K044,K044,solo_secundario,1
2019-2020,F84_historico,K029,K564,solo_secundario,1
2019-2020,F84_historico,K028,K028,solo_secundario,1
2019-2020,F84_historico,K025,K025,solo_secundario,1
2019-2020,F84_historico,K010,K010,solo_secundario,1
2019-2020,F84_historico,J698,J441,solo_secundario,1
2019-2020,F84_historico,K010,K010,principal,1
2019-2020,F84_historico,K001,K001,solo_secundario,1
2019-2020,F84_historico,J9619,J9609,solo_secundario,1
2019-2020,F84_historico,J9609,K590,solo_secundario,1
2019-2020,F84_historico,J9600,J960,solo_secundario,1
2019-2020,F84_historico,J950,J950,solo_secundario,1
2019-2020,F84_historico,J90,T850,solo_secundario,1
2019-2020,F84_historico,J14,J14,solo_secundario,1
2019-2020,F84_historico,J128,J981,solo_secundario,1
2019-2020,F84_historico,G409,G408,solo_secundario,1
2019-2020,F84_historico,J128,J129,solo_secundario,1
2019-2020,F84_historico,H540,H540,solo_secundario,1
2019-2020,F84_historico,H351,J9609,solo_secundario,1
2019-2020,F84_historico,H050,H050,solo_secundario,1
2019-2020,F84_historico,H001,H001,solo_secundario,1
2019-2020,F84_historico,G934,G934,solo_secundario,1
2019-2020,F84_historico,G930,G409,solo_secundario,1
2019-2020,F84_historico,G919,T850,solo_secundario,1
2019-2020,F84_historico,G919,G919,solo_secundario,1
