Source,Role,Provider,File,Size (MB),SHA-256 (first 12),Download/version date,Observation unit,Period,Stock / flow,Definition breaks,Linkage restrictions,Use rule,SHA-256 matches manifest
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Cuestionario_Casen_2024.pdf,1.30,dc3c3afbdc9e,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Diseno_Muestral_Casen_2024.pdf,4.32,4118b2dbbc88,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Ficha_tecnica_Casen_2024.pdf,0.22,7e1851f9075c,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Informe_metodologico_casen_2024.pdf,1.71,73eec042a342,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Nota_uso_bases_de_datos_Casen_2024.pdf,0.23,44ca117ffedd,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
mineduc_pie_reports,data,Ministerio de Educación (Centro de Estudios / SINACES),APUNTES_59_2024_PIE_sexo_2023.pdf,0.41,ccb10e54c1dc,2026-09-04 (download_manifest.csv downloaded_at_utc),Published aggregate tables of students in Programas de Integración Escolar (PIE) by diagnosis,2023 (PIE by sex),stock (school-year registration),"TEA strict vs TEA-Asperger vs harmonised TEA + TEA-Asperger require separate rules; 2022 discrepancy: SINACES report writes 42,945 while 45,014 minus 2,074 special-school students gives 42,940 (Apuntes 60); rule must be explicit","Aggregates, no microdata; not linkable to health registers","Keep TEA strict, TEA-Asperger, harmonised and SINACES series separate; record the five-case discrepancy; interpret as school recognition/demand, never prevalence",Yes
mineduc_pie_reports,data,Ministerio de Educación (Centro de Estudios / SINACES),APUNTES_60_2024_tendencia_PIE_2019_2023.pdf,0.43,c3d5108c1715,2026-09-04 (download_manifest.csv downloaded_at_utc),Published aggregate tables of students in Programas de Integración Escolar (PIE) by diagnosis,2019–2023 (PIE trend),stock (school-year registration),"TEA strict vs TEA-Asperger vs harmonised TEA + TEA-Asperger require separate rules; 2022 discrepancy: SINACES report writes 42,945 while 45,014 minus 2,074 special-school students gives 42,940 (Apuntes 60); rule must be explicit","Aggregates, no microdata; not linkable to health registers","Keep TEA strict, TEA-Asperger, harmonised and SINACES series separate; record the five-case discrepancy; interpret as school recognition/demand, never prevalence",Yes
mineduc_pie_reports,data,Ministerio de Educación (Centro de Estudios / SINACES),Reporte_Ley_21545_SINACES_2022_2025.pdf,0.77,46095f5860f0,2026-09-04 (download_manifest.csv downloaded_at_utc),Published aggregate tables of students in Programas de Integración Escolar (PIE) by diagnosis,2022–2025 (SINACES report),stock (school-year registration),"TEA strict vs TEA-Asperger vs harmonised TEA + TEA-Asperger require separate rules; 2022 discrepancy: SINACES report writes 42,945 while 45,014 minus 2,074 special-school students gives 42,940 (Apuntes 60); rule must be explicit","Aggregates, no microdata; not linkable to health registers","Keep TEA strict, TEA-Asperger, harmonised and SINACES series separate; record the five-case discrepancy; interpret as school recognition/demand, never prevalence",Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2019_JUNAEB_1ero_basico_desidentificada.csv,432.72,32263c52ccef,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2019,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2019_JUNAEB_1ero_medio_desidentificada.csv,419.13,c8948c0c50c6,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2019,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2019_JUNAEB_5to_basico_desidentificada.csv,425.80,4f8c58b9f8f4,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2019,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2019_JUNAEB_parvularia_desidentificada.csv,664.33,5f05e10e7d71,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2019,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2020_JUNAEB_1ero_basico_desidentificada.csv,364.37,d5d6a33c57eb,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2020,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2020_JUNAEB_1ero_medio_desidentificada.csv,378.46,ab9ca197e3ef,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2020,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2020_JUNAEB_5to_basico_desidentificada.csv,396.08,3de926773739,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2020,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2020_JUNAEB_parvularia_desidentificada.csv,673.75,9048d42ed32d,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2020,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2021_JUNAEB_1ero_basico_desidentificada.csv,220.68,9d0d85426b0c,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2021,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2021_JUNAEB_1ero_medio_desidentificada.csv,236.49,85ebc42eece7,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2021,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2021_JUNAEB_5to_basico_desidentificada.csv,238.85,20207cd250cb,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2021,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2021_JUNAEB_parvularia_desidentificada.csv,430.34,fe183ff38269,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2021,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2022_JUNAEB_1ero_basico_desidentificada_ANSI.csv,250.62,78b455438150,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2022,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2022_JUNAEB_1ero_medio_desidentificada_ANSI.csv,242.99,006271c3a6e4,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2022,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2022_JUNAEB_5to_basico_desidentificada_ANSI.csv,249.45,33ef6511e2e7,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2022,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),EV_2022_JUNAEB_parvularia_desidentificada_ANSI.csv,481.86,620131f34689,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2022,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2023_1ero_basico_desidentificado.csv,309.03,cced3862edc2,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2023,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2023_1ero_medio_desidentificado.csv,338.53,8a56b62a444b,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2023,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2023_5to_basico_desidentificado.csv,318.37,50322801b559,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2023,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2023_parvularia_desidentificado.csv,580.36,2373f1e23e3a,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2023,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2024_1ero_medio_desidentificado.csv,341.97,bed7dbb54ecf,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2024,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2024_1ro_basico_desidentificado.csv,285.89,d51007896d2d,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2024,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2024_5to_basico_desidentificado.csv,315.83,58dc04d7611c,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2024,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2024_parvularia_desidentificado.csv,520.40,eabaa4269851,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2024,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2025_1ero_basico_desidentificado.csv,100.56,33160620850c,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2025,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2025_1ero_medio_desidentificado.csv,132.10,9849b71cc8cc,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2025,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2025_5to_basico_desidentificado.csv,116.83,4bb0d2872f44,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2025,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_microdata,data,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),eve_2025_parvularia_desidentificado.csv,159.95,d95afb896485,2026-09-05 (download_manifest.csv downloaded_at_utc),"De-identified student record of the Encuesta de Vulnerabilidad Estudiantil (EVE), one file per level (parvularia, 1º básico, 5º básico, 1º medio) and year",2025,cross-sectional school survey (caregiver report),"Question wording and codes change by year (dictionaries only for 2019, 2021, 2024, 2025); 2022 files are ANSI/Windows-1252 encoded; 2024 1º medio TEA variable is completely empty (report 'not estimable', never zero)","No linkage to PIE, health registers or other years",Use annual wording and weight EXP; report weighted proportions with CI; never national prevalence nor a series directly comparable with PIE; reproduce config.CONTROLS junaeb_unweighted_2024/2025,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),05 ENCUESTA 5TO BASICO 2019.pdf,0.19,b38bbae3bb2d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1RO BASICO 2019.pdf,0.19,e56fc604cfa7,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1RO MEDIO 2019.pdf,0.19,56858314ee8d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA PARVULARIA 2019.pdf,0.20,08b558ad81cb,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1RO BASICO 2020.pdf,0.10,65456ecb427d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2020,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1RO MEDIO 2020.pdf,0.10,f8064f10cb75,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2020,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
